anio,cancion,artista,generos_artista,popularidad,fecha_lanzamiento
2025,NOBODY,ZEP,,64,2025-11-07
2025,SAVE MY SOUL,Bastille,,64,2025-11-21
2025,"God, Save Me From Myself.",Ashes of Eden,christian rock,66,2025-11-12
2025,Backseat,Balu Brigada,,66,2025-05-29
2025,FORGET YOU,Dutch Melrose,dark r&b,62,2025-02-07
2025,Problems,Aerosmith,"classic rock, rock",60,2025-11-21
2025,Islands of Men,Geese,art rock,64,2025-09-26
2025,Perfect Pair,R.L. Beats,lo-fi indie,69,2025-07-26
2025,"Changes (Live From Villa Park) Back To The Beginning (feat. Nuno Bettencourt, Frank Bello, Adam Wakeman, II)",YUNGBLUD,,65,2025-07-18
2025,ecdysis,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",65,2025-08-22
2025,miss sunshine,mgk,,67,2025-08-08
2025,ROCKSTAR,Ado,"j-pop, anime, vocaloid, j-rock",63,2025-04-08
2025,Walking On The Edge,Sons of Legion,,62,2025-06-06
2025,Unravel,Poppy,,64,2025-10-23
2025,Giving Up Air,The Temper Trap,,60,2025-09-24
2025,A Thousand Days,Aerosmith,"classic rock, rock",61,2025-11-21
2025,Bloom Baby Bloom,Wolf Alice,indie,63,2025-08-22
2025,Entre dos tierras,Till Lindemann,industrial metal,58,2025-09-26
2025,If You Loved Me Then,Bleeding Verse,,66,2025-07-25
2025,Where's Your Head At,Eurotripp,,69,2025-05-29
2025,tower of memories,ivri,,72,2025-08-14
2025,Parachute,Hayley Williams,art pop,70,2025-11-07
2025,All My Women,Falling In Reverse,"emo, rap metal",65,2025-08-08
2025,Lovesick Lullaby,YUNGBLUD,,63,2025-06-20
2025,Todo Mal,No Te Va Gustar,"argentine rock, murga, latin rock, rock en español, latin alternative",46,2025-12-11
2025,NOT OK,5 Seconds of Summer,,62,2025-11-17
2025,Bittersweet,Culture Wars,,59,2025-10-14
2025,Caramel,Sleep Token,"progressive metal, metalcore",68,2025-04-04
2025,"Cinema, C'est La Vie",The Waterboys,celtic rock,34,2025-12-05
2025,Boyband,5 Seconds of Summer,,65,2025-10-16
2025,C'MON!,NEFFEX,,55,2025-12-03
2025,On The Set Of The Last Movie,The Waterboys,celtic rock,35,2025-12-05
2025,Off My Head,Oliver Malcolm,,63,2025-10-17
2025,So Contagious (feat. Teddy Swims),Acceptance,"pop punk, emo, christian alternative rock",50,2025-08-15
2025,Everyone’s A Star!,5 Seconds of Summer,,63,2025-11-17
2025,"Cowboy Bill, Guy Grand And Texas",The Waterboys,celtic rock,30,2025-12-05
2025,Hablandote (En Vivo en Uruguay),La K'onga,"cuarteto, cumbia",9,2025-12-11
2025,Little By Little - Remastered,Oasis,"britpop, madchester",53,2025-06-13
2025,Drum Show,Twenty One Pilots,,65,2025-08-18
2025,Peacefield,Ghost,"metal, hard rock",64,2025-04-25
2025,milk of the madonna,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",67,2025-08-22
2025,As Alive As You Need Me To Be,Nine Inch Nails,"industrial rock, industrial, industrial metal, alternative metal, nu metal",66,2025-09-19
2025,Enough Is Enough,The Hives,garage rock,54,2025-08-29
2025,Western Roll Call,The Waterboys,celtic rock,42,2025-12-05
2025,Guardian,Poppy,,62,2025-12-04
2025,Boyband,5 Seconds of Summer,,64,2025-11-14
2025,Rock & Roll,Oliver Malcolm,,62,2025-08-21
2025,Asuntos Pendientes,Airbag,argentine rock,51,2025-12-12
2025,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off - Demo,Panic! At The Disco,emo,53,2025-12-05
2025,Sad Generation,Palaye Royale,,63,2025-11-28
2025,Divine Feelings,Vance Joy,folk pop,62,2025-09-03
2025,Rock & Roll,Oliver Malcolm,,58,2025-08-22
2025,Ashes In My Mouth,Bleeding Verse,,63,2025-09-15
2025,say something,Royel Otis,indie,59,2025-07-24
2025,A Girl Is A Gun,Lllyric?,darkwave,62,2025-08-15
2025,Only When It's You,Bleeding Verse,,67,2025-08-10
2025,Control,NEFFEX,,60,2025-09-24
2025,Words Are Worthless,Sleep Theory,metalcore,67,2025-05-16
2025,Stuck In My Head,Sleep Theory,metalcore,67,2025-05-16
2025,Oxygen,Porch Light,,66,2025-09-19
2025,I Will Not Break,Disturbed,"metal, nu metal, alternative metal, rap metal, hard rock",56,2025-02-21
2025,Time Will Heal,Volbeat,"rock, metal",60,2025-06-06
2025,White Horses,Wolf Alice,indie,61,2025-08-22
2025,Gravity,Sleep Theory,metalcore,68,2025-05-16
2025,tower of memories,ivri,,72,2025-07-10
2025,tolerance,Asal,,66,2025-07-25
2025,Numb,Sleep Theory,metalcore,67,2025-05-16
2025,Nebula,The Rose,"k-rock, k-pop",62,2025-05-30
2025,Typical Ways,Culture Wars,,61,2025-03-27
2025,Snow on The Bluff,Evening Elephants,,67,2025-06-27
2025,Shelter,Fit For A King,"metalcore, christian rock, deathcore, metal",63,2025-08-01
2025,The Greatest Parade,YUNGBLUD,,58,2025-06-20
2025,Todo Mal,No Te Va Gustar,"argentine rock, murga, latin rock, rock en español, latin alternative",46,2025-12-11
2025,Extrañas Intenciones,Airbag,argentine rock,62,2025-05-28
2025,No Complaints,Father Of Peace,,58,2025-06-20
2025,Without Me,MICO,,61,2025-12-05
2025,souvenir,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",62,2025-08-22
2025,Showbiz,Hayley Williams,art pop,66,2025-11-07
2025,The Treadmill,Sam Fender,,44,2025-12-05
2025,FADE OUT,Kami Kehoe,,64,2025-11-21
2025,Facing Atlas,Anna von Hausswolff,drone,51,2025-10-31
2025,davina mccall,Wet Leg,"indie rock, indie",61,2025-07-11
2025,Kill Me Fast,Three Days Grace,"post-grunge, rock",64,2025-08-22
2025,Playing Aces,Alter Bridge,"post-grunge, alternative metal, hard rock",57,2025-12-03
2025,Legalize Living,The Hives,garage rock,51,2025-08-29
2025,Emergence,Sleep Token,"progressive metal, metalcore",68,2025-03-13
2025,Bloom Baby Bloom,Wolf Alice,indie,63,2025-08-22
2025,Esplín,El Cuarteto De Nos,"cuarteto, argentine rock, latin rock, rock en español",59,2025-05-22
2025,SHALLOW,Magnolia Park,pop punk,70,2025-04-11
2025,Aging Young Women,Anna von Hausswolff,drone,54,2025-10-31
2025,The Unknowing,Jfarrari,"darkwave, post-punk",64,2025-01-23
2025,Impose,Bad Omens,metalcore,63,2025-11-18
2025,PIXELATED KISSES,Joji,,66,2025-11-07
2025,Second Best,The Last Dinner Party,,62,2025-10-17
2025,locked club,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",64,2025-08-22
2025,Word of God,Peyton Parrish,"sea shanties, medieval metal",58,2025-12-05
2025,Boyband,5 Seconds of Summer,,62,2025-11-17
2025,Verte De Cerca,Airbag,argentine rock,62,2025-05-28
2025,Mi Vida (feat. Andrés Calamaro),Tan Bionica,argentine rock,61,2025-11-04
2025,Drive Myself Home,South Arcade,,61,2025-10-15
2025,Before You I Just Forget,Fontaines D.C.,post-punk,61,2025-04-16
2025,outlaw overture,mgk,,64,2025-08-08
2025,cut hands,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",62,2025-08-22
2025,Long Island City Here I Come,Geese,art rock,61,2025-09-26
2025,No Confíes En Tu Suerte,Airbag,argentine rock,59,2025-05-28
2025,Spike Island,Pulp,"britpop, madchester",54,2025-06-06
2025,Back In the Saddle - 2025 Mix,Aerosmith,"classic rock, rock",58,2025-11-21
2025,Some Things,Nevertel,metalcore,65,2025-09-12
2025,pokemon,Wet Leg,"indie rock, indie",60,2025-07-11
2025,Wall,Good Kid,,64,2025-10-10
2025,Change,YUNGBLUD,,57,2025-06-20
2025,Break The Silence,Nevertel,metalcore,64,2025-09-12
2025,It Takes Two,Jutes,,65,2025-11-12
2025,departing the body,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",62,2025-08-22
2025,Goodbye,Biffy Clyro,,56,2025-09-19
2025,Forked Reality,Nine Inch Nails,"industrial rock, industrial, industrial metal, alternative metal, nu metal",60,2025-09-19
2025,Gates of Glory,Peyton Parrish,"sea shanties, medieval metal",53,2025-12-05
2025,TIEMPO OFF,Babasonicos,"argentine rock, rock en español, latin rock, latin alternative",62,2025-11-27
2025,Monday Murder,YUNGBLUD,,57,2025-06-20
2025,~metal dream,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",62,2025-08-22
2025,For I Am Death,The Pretty Reckless,,61,2025-08-22
2025,Honey Baby,Henry Morris,,63,2025-10-24
2025,Miracle,A Day To Remember,"metalcore, post-hardcore, pop punk, screamo, emo",63,2025-03-21
2025,Apologies,Three Days Grace,"post-grunge, rock",63,2025-08-22
2025,Idols Pt. I,YUNGBLUD,,57,2025-06-20
2025,A Little Love,Biffy Clyro,,54,2025-09-19
2025,cXz,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",61,2025-08-22
2025,liquidize,Wet Leg,"indie rock, indie",58,2025-07-11
2025,Shadows,InnerVoices,opm,52,2025-10-24
2025,Pasos Al Costado,Turf,argentine rock,50,2025-08-07
2025,How The Light Gets In,Kerala Dust,"downtempo, organic house",52,2025-08-22
2025,What Do We Ever Really Know?,Balu Brigada,,59,2025-08-29
2025,Funny How The Universe Works (From The Runarounds Original Series),The Runarounds,,57,2025-09-01
2025,Tell Me,Sassy 009,,59,2025-10-16
2025,Songs I'd Rather Not Sing,The Fray,,61,2025-11-21
2025,El Problema Del Amor,Tan Bionica,argentine rock,65,2025-11-04
2025,True Believer,Biffy Clyro,,55,2025-09-19
2025,Bad As I Used To Be (From F1® The Movie),Chris Stapleton,"country, outlaw country",67,2025-05-22
2025,Unravel,Poppy,,47,2025-12-04
2025,My Only Angel,Aerosmith,"classic rock, rock",58,2025-11-21
2025,Unshatter,Linkin Park,"nu metal, rap metal, rock, alternative metal",60,2025-04-25
2025,Politix,Balu Brigada,,60,2025-08-29
2025,Promise Land,Peyton Parrish,"sea shanties, medieval metal",53,2025-12-05
2025,In My Room,Julia Wolf,,71,2025-05-23
2025,superstar,Artemas,,63,2025-10-24
2025,Exit Signs,LEAP,,59,2025-10-03
2025,Ojalá Pudiera Borrarte,Maná,"rock en español, latin rock, mexican rock, latin pop",53,2025-05-29
2025,Black Box,Automatic,"egg punk, post-punk",57,2025-09-26
2025,In the Barn of the Goat Giving Birth to Satan’s Spawn in a Dying World of Doom,Volbeat,"rock, metal",56,2025-06-06
2025,Tropical Therapy,ONE OK ROCK,"j-rock, j-pop",59,2025-02-21
2025,Choose the latter,Finn Wolfhard,,59,2025-06-06
2025,Searchlight,Shinedown,"post-grunge, alternative metal, rock",65,2025-11-18
2025,If Only I Could Wait,Bon Iver,,58,2025-04-11
2025,Forever Overdose,Amira Elfeky,shoegaze,63,2025-03-28
2025,superstar,Artemas,,61,2025-10-01
2025,Words,Big Thief,,57,2025-09-05
2025,Slowly,The Rose,"k-rock, k-pop",58,2025-05-30
2025,Midnight Eyes,Masters of Prophecy,,55,2025-08-08
2025,Acid Rain,Volbeat,"rock, metal",53,2025-06-06
2025,When You're Gone,The Devil Wears Prada,"metalcore, post-hardcore, screamo, deathcore, metal",62,2025-11-14
2025,Paralyzed,Sleep Theory,metalcore,63,2025-05-16
2025,Cold - 2025 VERSION,Five Finger Death Punch,"metal, groove metal, heavy metal, hard rock, rock",59,2025-10-24
2025,Tuna in a Can,Of Monsters and Men,folk pop,57,2025-10-17
2025,Mayday,Three Days Grace,"post-grunge, rock",62,2025-08-22
2025,Sugarcat,DOPE LEMON,,56,2025-05-02
2025,Church Bells,Henry Morris,,61,2025-10-24
2025,Real Thing,Drugdealer,,60,2025-05-28
2025,Demonic Depression,Volbeat,"rock, metal",54,2025-06-06
2025,Ice In My OJ,Hayley Williams,art pop,65,2025-11-07
2025,Close Quarters - From the Motel,Vacations,,50,2025-12-05
2025,New Computers - Extended,Girlfriends,"math rock, midwest emo",61,2025-09-18
2025,as i wave goodbye,Artemas,,60,2025-10-24
2025,"Dirty Old Town - Live at Glasgow Barrowland, 1987",The Pogues,"celtic punk, celtic rock, christmas, folk punk, celtic",21,2025-12-12
2025,People Everywhere ii,Khruangbin,neo-psychedelic,60,2025-11-06
2025,"Feel Something, Great.",Palaye Royale,,59,2025-11-14
2025,Surreal,Flawed Mangoes,,65,2025-04-23
2025,Bleed Me Slow,KamNox,,59,2025-08-14
2025,Sé lest Pt. 1 - The Tape Variations,Sigur Rós,"post-rock, dream pop",47,2025-12-05
2025,Bloodline,KALEO,,55,2025-05-09
2025,Don't Wanna Go Home Tonight,Three Days Grace,"post-grunge, rock",62,2025-08-22
2025,Prize Fighter,Jean Dawson,,60,2025-11-14
2025,I'm Gone,Closure,,61,2025-09-26
2025,Bonnet Of Pins,Matt Berninger,,52,2025-05-30
2025,Lo Que Vale,Calva Louise,,44,2025-07-11
2025,2 + 2 = 5 - Live,Radiohead,"art rock, alternative rock",54,2025-08-13
2025,USA Today,KALEO,,54,2025-05-09
2025,England - Live in Rome,The National,indie rock,0,2025-12-13
2025,Everyone’s A Star!,5 Seconds of Summer,,62,2025-11-14
2025,Alien - Live in Rome,The National,indie rock,0,2025-12-13
2025,Terrible Love - Live in Rome,The National,indie rock,0,2025-12-13
2025,Smoke Detector - Live in Rome,The National,indie rock,0,2025-12-13
2025,Mr November - Live in Rome,The National,indie rock,0,2025-12-13
2025,Don't Swallow the Cap - Live in Rome,The National,indie rock,1,2025-12-13
2025,Fake Empire - Live in Rome,The National,indie rock,0,2025-12-13
2025,Conversation 16 - Live in Rome,The National,indie rock,0,2025-12-13
2025,Tropic Morning News - Live in Rome,The National,indie rock,1,2025-12-13
2025,Bloodbuzz Ohio - Live in Rome,The National,indie rock,0,2025-12-13
2025,Vanderlyle Crybaby Geeks - Live in Rome,The National,indie rock,0,2025-12-13
2025,Deep End (Paul's in Pieces) - Live in Rome,The National,indie rock,0,2025-12-13
2025,Kill Me Fast,Three Days Grace,"post-grunge, rock",59,2025-07-25
2025,Nightcall - Triple J Like A Version,Inhaler,,54,2025-11-28
2025,baby give me more (feat. Mareux),Artemas,,60,2025-10-24
2025,Hole In The Ground,Inhaler,,56,2025-10-29
2025,CHASING SHADOWS,Magnolia Park,pop punk,63,2025-11-18
2025,EXISTED,WesGhost,,61,2025-11-25
2025,Heathen Days,Rob Zombie,"industrial metal, industrial rock, alternative metal, metal, nu metal",59,2025-11-21
2025,"Hello Heaven, Hello",YUNGBLUD,,56,2025-03-18
2025,Rift,Good Kid,,61,2025-11-21
2025,Headlights,In Color,,63,2025-02-14
2025,As Alive As You Need Me To Be,Nine Inch Nails,"industrial rock, industrial, industrial metal, alternative metal, nu metal",59,2025-07-17
2025,Static,Sleep Theory,metalcore,65,2025-02-05
2025,the rot//rot,inuday,,61,2025-09-18
2025,Never Ordinary,Three Days Grace,"post-grunge, rock",59,2025-08-22
2025,Get This Back,The Blue Octavo,,57,2025-07-31
2025,Limerence,Jutes,,63,2025-06-18
2025,Blood Run Warm,South Arcade,,57,2025-11-28
2025,On Your Own,Vacations,,34,2025-12-05
2025,Next Exit,Vacations,,36,2025-12-05
2025,SEROTONIN,LaLion,,59,2025-09-18
2025,enjoy the ride,almost monday,,61,2025-08-08
2025,Tiny Pieces,ONE OK ROCK,"j-rock, j-pop",57,2025-02-21
2025,In the City,Charly García,"argentine rock, latin rock, rock en español",51,2025-10-09
2025,This Time For Real,Chet Faker,,40,2025-12-04
2025,Pink Lemonade,thebandfriday,,61,2025-11-21
2025,NO WAY TO LIVE,VOILÀ,,59,2025-11-21
2025,Criminal,Nevertel,metalcore,61,2025-09-12
2025,Magia Blanca,Turf,argentine rock,55,2025-08-07
2025,who’s your boyfriend,Royel Otis,indie,57,2025-08-22
2025,Impose,Bad Omens,metalcore,58,2025-10-22
2025,Pray,I Prevail,"metalcore, metal",60,2025-09-19
2025,Corazón Lunático,Airbag,argentine rock,58,2025-05-28
2025,Midwest,Vacations,,35,2025-12-05
2025,Cross The Street,Junior Varsity,,59,2025-06-27
2025,Takk… - The Tape Variations,Sigur Rós,"post-rock, dream pop",45,2025-12-05
2025,Coast,Snocaps,,57,2025-10-31
2025,Por Eso Nadie Recordará Tu Nombre,Airbag,argentine rock,57,2025-05-28
2025,ICU,Xdinary Heroes,"k-rock, k-pop, noise music",59,2025-10-24
2025,New Computers - Slowed + Extended,Girlfriends,"math rock, midwest emo",61,2025-09-18
2025,Looking For The Answer,Lllyric?,darkwave,59,2025-01-11
2025,I Know You Can Feel It,Nine Inch Nails,"industrial rock, industrial, industrial metal, alternative metal, nu metal",59,2025-09-19
2025,Infiltrator,Nine Inch Nails,"industrial rock, industrial, industrial metal, alternative metal, nu metal",59,2025-09-19
2025,Drag Me,From Ashes to New,"rap rock, rap metal",59,2025-12-05
2025,Short Story,Bon Iver,,56,2025-04-11
2025,Knik,Portugal. The Man,,58,2025-11-07
2025,Fire,YUNGBLUD,,55,2025-06-20
2025,Aliados en un viaje,Divididos,"argentine rock, rock en español, latin rock",57,2025-11-14
2025,Lies,Culture Wars,,54,2025-07-25
2025,icantbelieveiletyougetaway,aldn,"hyperpop, glitch",62,2025-10-03
2025,PIXELATED KISSES,Joji,,59,2025-10-14
2025,my mind is a mountain,Deftones,"nu metal, alternative metal, rap metal, shoegaze, rock",63,2025-07-10
2025,FEAR OF HEIGHTS,South Arcade,,58,2025-07-11
2025,Vampire Bat,Glass Animals,,63,2025-08-08
2025,Nightcall - Triple J Like A Version,Inhaler,,54,2025-11-28
2025,heavens in ashes,eli.,,65,2025-11-05
2025,Death of Me,Amira Elfeky,shoegaze,60,2025-02-07
2025,Gong - The Tape Variations,Sigur Rós,"post-rock, dream pop",38,2025-12-05
2025,Snake With a Bone,Day We Ran,,57,2025-04-23
2025,The Whole Woman,Anna von Hausswolff,drone,49,2025-10-31
2025,Saccharine,VIOLENT VIRA,,64,2025-11-14
2025,Neversleep,Colorblind,,58,2025-08-14
2025,Wildfire,The Cheaks,,57,2025-04-23
2025,Superhero,Oliver Tree,,57,2025-10-10
2025,WE’RE IN THIS TOGETHER,NOTHING MORE,,59,2025-10-17
2025,Dream Team,Of Monsters and Men,folk pop,55,2025-10-17
2025,GUTSY,Airbourne,hard rock,49,2025-06-06
2025,Dominate,Three Days Grace,"post-grunge, rock",58,2025-08-22
2025,Svo hljótt - The Tape Variations,Sigur Rós,"post-rock, dream pop",39,2025-12-05
2025,MASTERS OF WAR,grandson,,51,2025-12-05
2025,Amor Clandestino,Maná,"rock en español, latin rock, mexican rock, latin pop",53,2025-05-29
2025,Euphoria,DON BROCO,,56,2025-11-21
2025,Monte de olvidos,Divididos,"argentine rock, rock en español, latin rock",55,2025-11-14
2025,Ultimamente,Coti,"argentine rock, latin pop",46,2025-11-07
2025,comfort song 4 u,overtonight,,60,2025-06-06
2025,Dystopia,ONE OK ROCK,"j-rock, j-pop",55,2025-02-21
2025,Lost and Found,Xdinary Heroes,"k-rock, k-pop, noise music",59,2025-10-24
2025,Sé lest Pt. 2 - The Tape Variations,Sigur Rós,"post-rock, dream pop",40,2025-12-05
2025,Delusion:All,ONE OK ROCK,"j-rock, j-pop",56,2025-02-21
2025,Hold Onto Me,Amira Elfeky,shoegaze,59,2025-09-12
2025,"Hello Heaven, Hello",YUNGBLUD,,56,2025-03-18
2025,Ginkgo,Panchiko,shoegaze,62,2025-04-04
2025,Upside,Porch Light,,57,2025-10-17
2025,Favorite Fear,Goldie Boutilier,,57,2025-09-05
2025,Sæglópur - The Tape Variations,Sigur Rós,"post-rock, dream pop",42,2025-12-05
2025,Fruit Bat,Of Monsters and Men,folk pop,55,2025-10-17
2025,how did they know,Kilu,,56,2025-07-25
2025,Switch,Set It Off,,59,2025-11-07
2025,Get This Back,The Blue Octavo,,57,2025-07-31
2025,split,Maggie Lindemann,,58,2025-10-17
2025,Inefficient Love,Chet Faker,,39,2025-12-04
2025,Með blóðnasir - The Tape Variations,Sigur Rós,"post-rock, dream pop",43,2025-12-05
2025,PIXELATED KISSES,Joji,,59,2025-11-04
2025,NASTY,ONE OK ROCK,"j-rock, j-pop",55,2025-02-21
2025,In Waves,Three Days Grace,"post-grunge, rock",59,2025-08-22
2025,is that love?,cloudyfield,shoegaze,62,2025-03-28
2025,lost,almost monday,,61,2025-10-03
2025,Miss,Florence Road,,57,2025-10-24
2025,This Changes Everything,Nine Inch Nails,"industrial rock, industrial, industrial metal, alternative metal, nu metal",57,2025-09-19
2025,Glósóli - The Tape Variations,Sigur Rós,"post-rock, dream pop",44,2025-12-05
2025,Hoppipolla - The Tape Variations,Sigur Rós,"post-rock, dream pop",43,2025-12-05
2025,Missing Posters,VIOLENT VIRA,,61,2025-11-14
2025,Bad As I Used To Be,Chris Stapleton,"country, outlaw country",59,2025-06-27
2025,Shatter Me,Broken Altar,,59,2025-10-15
2025,Burn Me With A Bible,VIOLENT VIRA,,62,2025-11-14
2025,What a Feeling,Stick Figure,"reggae, reggae rock, roots reggae",59,2025-06-20
2025,I'll Never Love Again,WOODZ,"k-rock, k-pop",60,2025-09-24
2025,Fallout,Sleep Theory,metalcore,60,2025-05-16
2025,Anarquía en Buenos Aires,Airbag,argentine rock,56,2025-05-28
2025,Lovers Only,Love Spells,,60,2025-02-13
2025,Year to Be Young 1994,Stephen Wilson Jr.,,62,2025-01-10
2025,Into Hell,I Prevail,"metalcore, metal",58,2025-09-19
2025,BURY YOU,grandson,,39,2025-12-05
2025,Party’s Over,ONE OK ROCK,"j-rock, j-pop",53,2025-02-21
2025,The End Aesthetic,Wind Walkers,metalcore,61,2025-04-18
2025,Ancients,RIO KOSTA,,54,2025-07-18
2025,The Ache Beneath,Bleeding Verse,,57,2025-07-25
2025,Ashes to Ashes,Xdinary Heroes,"k-rock, k-pop, noise music",56,2025-10-24
2025,Monsters In My Head,Solence,,55,2025-10-31
2025,AD ASTRA,STARSET,,55,2025-09-12
2025,I'll Be There,Bon Iver,,54,2025-04-11
2025,So Low,The Devil Wears Prada,"metalcore, post-hardcore, screamo, deathcore, metal",58,2025-11-14
2025,Loser,Tame Impala,"neo-psychedelic, indie",58,2025-09-26
2025,Bloodlust,Dayseeker,"metalcore, post-hardcore",60,2025-10-24
2025,Sound Of You Laughing,ThxSoMch,,55,2025-08-29
2025,旋律と結晶,TENBLANK,"j-pop, j-rock",63,2025-07-31
2025,FiRE (My Sweet Misery),Xdinary Heroes,"k-rock, k-pop, noise music",55,2025-10-24
2025,Vencedores - Heavy Metal Version,Música Cristiana Viva,"christian alternative rock, christian",50,2025-09-13
2025,Cursive (feat. Manchester Orchestra),Matt Maeson,,58,2025-09-12
2025,Ese Maldito Momento - En Vivo En Argentina,No Te Va Gustar,"argentine rock, murga, latin rock, rock en español, latin alternative",51,2025-01-10
2025,Last Legal Drug,Korn,"nu metal, metal, rap metal, alternative metal",56,2025-11-21
2025,Damocles,Sleep Token,"progressive metal, metalcore",64,2025-04-25
2025,LAUGH WHEN I BLEED,Layto,dark r&b,61,2025-10-31
2025,En Llamas,No Te Va Gustar,"argentine rock, murga, latin rock, rock en español, latin alternative",56,2025-11-13
2025,The Fan (feat. Joe Bonamassa),DeWolff,blues rock,44,2025-12-04
2025,Bafles en el mar,Divididos,"argentine rock, rock en español, latin rock",54,2025-11-14
2025,"Yo No Me Quiero Casar, y Ud,?",Turf,argentine rock,49,2025-08-05
2025,NIGHTMARE,WesGhost,,60,2025-10-31
2025,Heysátan - The Tape Variations,Sigur Rós,"post-rock, dream pop",36,2025-12-05
2025,Andvari - The Tape Variations,Sigur Rós,"post-rock, dream pop",36,2025-12-05
2025,Losing Faith,Nevertel,metalcore,59,2025-09-12
2025,"Yo No Me Quiero Casar, y Ud,?",Turf,argentine rock,45,2025-08-07
2025,Love You Like a Rainbow,The Wombats,indie,52,2025-12-05
2025,Worthy,The Home Team,pop punk,66,2025-06-13
2025,pony,wifiskeleton,,61,2025-04-18
2025,Deathwish,Three Days Grace,"post-grunge, rock",57,2025-08-22
2025,Mílanó - The Tape Variations,Sigur Rós,"post-rock, dream pop",37,2025-12-05
2025,Trauma Bonds,Fall To Pieces,,59,2025-10-17
2025,Close Enough,Connor Kauffman,,58,2025-11-14
2025,DON,SIN DATOS,,52,2025-09-18
2025,Television Love,Of Monsters and Men,folk pop,55,2025-10-17
